property_title,availability_number,promotion_label,property_type,bedrooms,bathrooms,furnish_type,apart_size,rating,city,capacity,price,currency,date,month,day,year,quarter,rental_period
Hotel Bulevar Tanjung Duren,1.0,tidak ada promo,Hotel,Studio,1,Full Furnished,21 sqm,0,Tanjung Duren,0.0,5625000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Minimalist 1BR Apartment Centro City By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,34 sqm,5.0,Kedoya Utara,2.0,4390000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Spacious Studio Apartment at Bassura City By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,24 sqm,5.0,Cipinang,2.0,4400001,IDR,2025-01-16,1,16,2025,1,monthly
Good Choice and Homey Studio at Pluit Sea View Apartment By Travelio,1.0,Limited Time,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Pluit,2.0,3140000,IDR,2025-01-16,1,16,2025,1,monthly
Best Spacious 3BR Unfurnished with AC at Pasar Baru Mansion Apartment By Travelio,1.0,Limited Time,Apartment,3,1,Unfurnished,99 sqm,0,Pasar Baru,0.0,7543000,IDR,2025-01-16,1,16,2025,1,monthly
JP Hotel Pluit,1.0,tidak ada promo,Hotel,Studio,1,Full Furnished,18 sqm,0,Penjaringan,0.0,6000000,IDR,2025-01-16,1,16,2025,1,monthly
New Furnished Studio West Vista Apartment near Puri Indah By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,23 sqm,5.0,Cengkareng,2.0,4978500,IDR,2025-01-16,1,16,2025,1,monthly
Modern 1BR Apartment at Puri Orchard By Travelio,1.0,Disc+Cashbac,Apartment,1,1,Full Furnished,35 sqm,5.0,Cengkareng,2.0,3590000,IDR,2025-01-16,1,16,2025,1,monthly
Executive Room at Studio 7 @ Puri,1.0,New,Hotel,Studio,1,Full Furnished,24 sqm,0,Kembangan,0.0,6110000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look and Comfortable 2BR Green Pramuka City Apartment By Travelio,1.0,Favourite,Apartment,2,1,Full Furnished,33 sqm,5.0,Cempaka Putih,3.0,5140000,IDR,2025-01-16,1,16,2025,1,monthly
1BR Apartment with Cozy Design at Puri Orchard By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,35 sqm,New,Cengkareng,2.0,4790000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Modern Studio at Kebagusan City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,27 sqm,4.9,Kebagusan,2.0,3990000,IDR,2025-01-16,1,16,2025,1,monthly
Relaxing and Homey 2BR at Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,5.0,Cipinang,4.0,4440000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal 2BR Signature Park Tebet Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,38 sqm,4.9,Tebet,4.0,7540000,IDR,2025-01-16,1,16,2025,1,monthly
Best and Homey 2BR Tamansari Semanggi Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,59 sqm,4.9,Semanggi,4.0,10350000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look and Comfy 2BR Menteng Park Apartment By Travelio,1.0,Favourite,Apartment,2,1,Full Furnished,64 sqm,5.0,Menteng,3.0,15000000,IDR,2025-01-16,1,16,2025,1,monthly
Moritz Inn BSD,1.0,tidak ada promo,Hotel,Studio,1,Full Furnished,20 sqm,0,Pangadegan,0.0,7500000,IDR,2025-01-16,1,16,2025,1,monthly
Studio Sunter Park View Apartment Near Mall Of Indonesia Kelapa Gading By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,25 sqm,4.9,Sunter,2.0,3640000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy and Restful 2BR Apartment at Vittoria Residence By Travelio,1.0,New,Apartment,2,1,Full Furnished,43 sqm,5.0,Cengkareng,3.0,5090000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Relaxing 2BR Apartment Aspen Residence By Travelio,1.0,New,Apartment,2,2,Full Furnished,54 sqm,New,Fatmawati,4.0,8790000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished 2BR with AC at 18th Floor Green Pramuka City Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,33 sqm,0,Cempaka Putih,0.0,3690000,IDR,2025-01-16,1,16,2025,1,monthly
Exclusive and Great Location 1BR Gold Coast Apartment near PIK By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,29 sqm,5.0,Pantai Indah Kapuk,2.0,8375000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable 2BR Apartment at Bassura City By Travelio,1.0,Limited Time,Apartment,2,1,Full Furnished,34 sqm,5.0,Cipinang,4.0,4390000,IDR,2025-01-16,1,16,2025,1,monthly
Maple Hotel Grogol,1.0,tidak ada promo,Hotel,Studio,1,Full Furnished,18 sqm,0,Grogol Petamburan,0.0,8500000,IDR,2025-01-16,1,16,2025,1,monthly
Homey Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3090000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Studio at Sakura Garden City Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,29 sqm,New,Ciracas,2.0,4040000,IDR,2025-01-16,1,16,2025,1,monthly
The Gloria Suites Grogol,1.0,tidak ada promo,Hotel,Studio,1,Full Furnished,23 sqm,0,Grogol Petamburan,0.0,9000000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Nice Studio Apartment at Vittoria Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,17 sqm,New,Cengkareng,1.0,3250000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy Studio Room at Kalibata City Apartment By Travelio,1.0,Favourite,Apartment,Studio,1,Full Furnished,20 sqm,4.9,Kalibata,2.0,3640000,IDR,2025-01-16,1,16,2025,1,monthly
Attractive 1BR Apartment at Royal Olive Residence By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,35 sqm,4.8,Pejaten,2.0,6700000,IDR,2025-01-16,1,16,2025,1,monthly
Hotel Menara Peninsula,1.0,NEW,Hotel,Studio,1,Full Furnished,32 sqm,0,Slipi,0.0,15000000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfy 1BR Apartment at MT Haryono Residence By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,30 sqm,4.9,MT Haryono,2.0,4352000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished Studio at 2nd Floor Puri Orchard Apartment with AC By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,26 sqm,0,Cengkareng,0.0,2700000,IDR,2025-01-16,1,16,2025,1,monthly
Oakwood Hotel & Apartments PIK Jakarta,1.0,NEW,Hotel,1,1,Full Furnished,60 sqm,0,Penjaringan,0.0,38764044,IDR,2025-01-16,1,16,2025,1,monthly
Studio (No Kitchen) with Sea View Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.9,PIK 2,2.0,4375250,IDR,2025-01-16,1,16,2025,1,monthly
Good and Restful Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,BIG SALE,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2807000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Simply Studio Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,20 sqm,4.9,Cipinang,2.0,3990000,IDR,2025-01-16,1,16,2025,1,monthly
Hotel Gran Melia Jakarta,1.0,tidak ada promo,Hotel,Studio,1,Full Furnished,45 sqm,0,Setiabudi,0.0,49888300,IDR,2025-01-16,1,16,2025,1,monthly
2BR Unfurnished with AC at Bassura City Apartment By Travelio,1.0,Limited Time,Apartment,2,1,Unfurnished,34 sqm,0,Cipinang,0.0,3268000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfortable Studio Vasaka Solterra Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,19 sqm,5.0,Pasar Minggu,1.0,5140000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal 2BR Apartment Green Royal Condo House By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,47 sqm,5.0,Kalideres,3.0,4438500,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Comfort Studio at Green Bay Pluit Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,New,Pluit,2.0,3840000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic 1BR Apartment at Ciputra International By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,43 sqm,4.9,Cengkareng,2.0,6990000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished Studio with AC at 11th Floor West Vista Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,43 sqm,0,Cengkareng,0.0,4200000,IDR,2025-01-16,1,16,2025,1,monthly
Bassura City 2BR Apartment with Minimalist Design near Shopping Mall By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,4.9,Cipinang,3.0,4840000,IDR,2025-01-16,1,16,2025,1,monthly
Stunning and Comfortable 2BR Puri Orchard Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,50 sqm,5.0,Cengkareng,3.0,5900000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Designed 2BR at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,36 sqm,5.0,PIK 2,3.0,4150000,IDR,2025-01-16,1,16,2025,1,monthly
Modern 2BR with City View at Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,4.9,Cipinang,4.0,5090000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Elegant 1BR Apartment Pejaten Park Residence By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,41 sqm,5.0,Pejaten,2.0,7490000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,4.9,PIK 2,2.0,3400000,IDR,2025-01-16,1,16,2025,1,monthly
Best Choice Unfurnished 1BR with AC Ciputra International Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,58 sqm,0,Cengkareng,0.0,5000000,IDR,2025-01-16,1,16,2025,1,monthly
Comfortable and Stylish 2BR at Pluit Sea View Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,5.0,Pluit,3.0,3940000,IDR,2025-01-16,1,16,2025,1,monthly
Best Choice and Modern 2BR at Green Palace Kalibata Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,29 sqm,New,Kalibata,4.0,4900000,IDR,2025-01-16,1,16,2025,1,monthly
Private Lift 3BR Unfurnished with AC and Bathtub at Puri Mansion Apartment By Travelio,1.0,Limited Time,Apartment,3,1,Unfurnished,68 sqm,0,Kembangan,0.0,7020500,IDR,2025-01-16,1,16,2025,1,monthly
Simply and Clean 2BR Bassura City Apartment By Travelio,1.0,Disc+Cashbac,Apartment,2,1,Full Furnished,34 sqm,4.9,Cipinang,3.0,3590000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Style Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,NEW UNIT,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3321890,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Comfortable Studio Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,5.0,Cengkareng,2.0,3790000,IDR,2025-01-16,1,16,2025,1,monthly
Good and Homey Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,2966700,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Cozy Stay 2BR Belmont Residence Puri Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,36 sqm,4.9,Kembangan,3.0,5090000,IDR,2025-01-16,1,16,2025,1,monthly
Luxury Studio at Daan Mogot City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,38 sqm,5.0,Daan Mogot,2.0,4710000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Strategic 2BR at Kalibata City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,New,Kalibata,4.0,4340000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Well Designed Studio Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,5.0,Cengkareng,2.0,4290000,IDR,2025-01-16,1,16,2025,1,monthly
Modern and Fully Furnished Studio at Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,4.9,Cengkareng,2.0,4150000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Modern Look Studio Loft at Apple 1 Condovilla Apartment By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,20 sqm,New,Pasar Minggu,2.0,5660000,IDR,2025-01-16,1,16,2025,1,monthly
1BR Unfurnished with AC at Gold Coast PIK Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,34 sqm,0,Pantai Indah Kapuk,0.0,6340000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic Unfurnished 3BR Tower Alamanda with AC at Bassura Apartment By Travelio,1.0,GOOD DEAL,Apartment,3,1,Unfurnished,38 sqm,0,Cipinang,0.0,6200000,IDR,2025-01-16,1,16,2025,1,monthly
Relaxing Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Modern 2BR at Green Bay Pluit Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,35 sqm,New,Pluit,3.0,4590000,IDR,2025-01-16,1,16,2025,1,monthly
New and Comfy Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,1.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Modern 2BR at Green Park View Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,35 sqm,New,Daan Mogot,3.0,3571200,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal Unfurnished 2BR Samesta East Point Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Unfurnished,44 sqm,0,Cakung,0.0,2000000,IDR,2025-01-16,1,16,2025,1,monthly
Relaxing 2BR Apartment Royal Olive Residence By Travelio,1.0,SUPERB,Apartment,2,1,Full Furnished,51 sqm,5.0,Pejaten,4.0,10450000,IDR,2025-01-16,1,16,2025,1,monthly
Modern Look and Comfy 1BR at 16th Floor Puri Orchard Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,35 sqm,New,Cengkareng,2.0,4500000,IDR,2025-01-16,1,16,2025,1,monthly
New Studio at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,1.0,2800000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort Living 2BR Apartment at Royal Olive Residence By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,51 sqm,5.0,Pejaten,3.0,7840000,IDR,2025-01-16,1,16,2025,1,monthly
Monochrome 1BR Lexington Apartment By Travelio,1.0,Disc+Cashbac,Apartment,1,1,Full Furnished,53 sqm,4.9,Pesanggrahan,2.0,7890000,IDR,2025-01-16,1,16,2025,1,monthly
Brand New and Simply 1BR at The Wave Kuningan Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,40 sqm,5.0,Epicentrum,2.0,7344000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay 2BR Bassura City Apartment near Mall By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,34 sqm,5.0,Cipinang,3.0,5140000,IDR,2025-01-16,1,16,2025,1,monthly
Homey and Tidy 2BR at Green Park View Apartment By Travelio,1.0,Flash Sale,Apartment,2,1,Full Furnished,33 sqm,5.0,Daan Mogot,3.0,3006000,IDR,2025-01-16,1,16,2025,1,monthly
Nice and Strategic 2BR Apartment at Bassura City By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,30 sqm,5.0,Cipinang,3.0,4740000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic Unfurnished 2BR at 8th Floor Kalibata City Apartment with AC By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,33 sqm,0,Kalibata,0.0,3190000,IDR,2025-01-16,1,16,2025,1,monthly
Comfort 2BR Unfurnished at Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,38 sqm,0,PIK 2,0.0,2500000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished 1BR with AC at 21st Floor Bassura City Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,24 sqm,0,Cipinang,0.0,3240000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Good Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,1.0,2781000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Strategic 2BR Kalibata City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,29 sqm,4.9,Kalibata,4.0,4200000,IDR,2025-01-16,1,16,2025,1,monthly
Exclusive and Homey 3BR Essence Dharmawangsa Apartment By Travelio,1.0,GOOD DEAL,Apartment,3,2,Full Furnished,100 sqm,New,Dharmawangsa,5.0,17500000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Comfortable 2BR Apartment Empyreal The Epicentrum Kuningan By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,66 sqm,5.0,Epicentrum,3.0,12000000,IDR,2025-01-16,1,16,2025,1,monthly
Studio Unfurnished with AC at Menteng Park Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Unfurnished,33 sqm,0,Menteng,0.0,8400000,IDR,2025-01-16,1,16,2025,1,monthly
Tranquil Living Studio Tokyo Riverside PIK 2 Apartment By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,21 sqm,New,PIK 2,2.0,3090000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Studio Unfurnished at Samesta East Point Apartment By Travelio,1.0,NEW,Apartment,1,1,Unfurnished,28 sqm,0,Cakung,0.0,1750000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy 1BR at Puri Mansion Apartment near Puri Indah Mall By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,37 sqm,5.0,Kembangan,2.0,5840000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished 3BR with AC at Holland Village Jakarta Apartment By Travelio,1.0,Limited Time,Apartment,3,1,Unfurnished,109 sqm,0,Cempaka Putih,0.0,11533000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy and Minimalist Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3550000,IDR,2025-01-16,1,16,2025,1,monthly
Strategic Studio at Puri Mansion Apartment near Puri Indah Mall By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,26 sqm,5.0,Kembangan,2.0,4700000,IDR,2025-01-16,1,16,2025,1,monthly
Minimalist and Homey Studio Apartment Aspen Residence By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,39 sqm,4.9,Fatmawati,2.0,6490000,IDR,2025-01-16,1,16,2025,1,monthly
Unfurnished 1BR with AC at Sakura Garden City Apartment By Travelio,1.0,Limited Time,Apartment,1,1,Unfurnished,49 sqm,0,Ciracas,0.0,3505500,IDR,2025-01-16,1,16,2025,1,monthly
Studio Unfurnished with AC No Kitchen at Sakura Garden City Apartment By Travelio,1.0,GOOD DEAL,Apartment,1,1,Unfurnished,29 sqm,0,Ciracas,0.0,3590000,IDR,2025-01-16,1,16,2025,1,monthly
Well Designed and Cozy Studio at Bassura City Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,18 sqm,5.0,Cipinang,2.0,3550000,IDR,2025-01-16,1,16,2025,1,monthly
Modern 2BR Unfurnished at Sentraland Cengkareng Apartment By Travelio,1.0,Limited Time,Apartment,2,1,Unfurnished,47 sqm,0,Cengkareng,0.0,3505500,IDR,2025-01-16,1,16,2025,1,monthly
Stunning and Strategic 2BR Apartment at Casa Grande Residence By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,80 sqm,5.0,Casablanca,3.0,19040000,IDR,2025-01-16,1,16,2025,1,monthly
Comfy Studio Apartment Woodland Park Residence By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,30 sqm,4.9,Kalibata,2.0,5410001,IDR,2025-01-16,1,16,2025,1,monthly
Capacious Unfurnished 3BR Apartment Grand Palace Kemayoran with AC By Travelio,11.0,Favourite,Apartment,3,1,Unfurnished,116 sqm,0,Kemayoran,0.0,5100000,IDR,2025-01-16,1,16,2025,1,monthly
Simply Designed Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3200000,IDR,2025-01-16,1,16,2025,1,monthly
Compact 2BR Bassura City Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Full Furnished,34 sqm,4.9,Cipinang,3.0,4500000,IDR,2025-01-16,1,16,2025,1,monthly
Cozy Stay and Simply 2BR at Green Pramuka City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,4.8,Cempaka Putih,3.0,5190000,IDR,2025-01-16,1,16,2025,1,monthly
Great Choice and Minimalist 2BR West Vista Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,59 sqm,5.0,Cengkareng,3.0,8239500,IDR,2025-01-16,1,16,2025,1,monthly
Simply Studio Apartment at Tokyo Riverside PIK 2 By Travelio,1.0,Flash Sale,Apartment,Studio,1,Full Furnished,21 sqm,5.0,PIK 2,2.0,3223700,IDR,2025-01-16,1,16,2025,1,monthly
Good and Minimalist Studio at Menteng Park Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,32 sqm,New,Menteng,2.0,7890000,IDR,2025-01-16,1,16,2025,1,monthly
Stunning and Comfy 1BR at Ciputra World 2 Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,51 sqm,4.9,Karet Kuningan,2.0,15350700,IDR,2025-01-16,1,16,2025,1,monthly
Comfort and Minimalist 1BR at Callia Apartment By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,43 sqm,New,Pulomas,2.0,5690000,IDR,2025-01-16,1,16,2025,1,monthly
Best and Brand New Comfy 2BR Kalibata City Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Kalibata,3.0,4140000,IDR,2025-01-16,1,16,2025,1,monthly
Good Place and Spacious 2BR Apartment Green Bay Pluit Condominium By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,77 sqm,5.0,Pluit,4.0,9690000,IDR,2025-01-16,1,16,2025,1,monthly
Exclusive Studio Tamansari The Hive Apartment in Strategic Location By Travelio,1.0,GOOD DEAL,Apartment,Studio,1,Full Furnished,27 sqm,4.7,Cawang,2.0,5430000,IDR,2025-01-16,1,16,2025,1,monthly
2BR Unfurnished with AC at 11th Floor Green Pramuka City Apartment By Travelio,1.0,GOOD DEAL,Apartment,2,1,Unfurnished,33 sqm,0,Cempaka Putih,0.0,3690000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious with City View 2BR Apartment at Casa Grande Residence By Travelio,1.0,tidak ada promo,Apartment,2,2,Full Furnished,80 sqm,5.0,Casablanca,4.0,18790000,IDR,2025-01-16,1,16,2025,1,monthly
Good Place 2BR Unfurnished at Sentraland Cengkareng Apartment By Travelio,1.0,Limited Time,Apartment,2,1,Unfurnished,47 sqm,0,Cengkareng,0.0,3505500,IDR,2025-01-16,1,16,2025,1,monthly
Fully Furnished 2BR Bassura City Apartment near Mall By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,30 sqm,5.0,Cipinang,3.0,4700000,IDR,2025-01-16,1,16,2025,1,monthly
Compact Studio Green Palace Kalibata Apartment near Shopping Center By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,19 sqm,5.0,Kalibata,2.0,4240000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious 3BR Unfurnished at Green Bay Condominium Apartment By Travelio,1.0,GOOD DEAL,Apartment,3,1,Unfurnished,148 sqm,0,Pluit,0.0,13000000,IDR,2025-01-16,1,16,2025,1,monthly
Spacious and Comfy 3BR Ciputra International Apartment By Travelio,1.0,Favourite,Apartment,3,2,Full Furnished,118 sqm,5.0,Cengkareng,5.0,15240000,IDR,2025-01-16,1,16,2025,1,monthly
Warm and Minimalist Studio at Green Park View Apartment By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,24 sqm,5.0,Daan Mogot,2.0,3000000,IDR,2025-01-16,1,16,2025,1,monthly
Good Deal and Restful 1BR at Apartment Thamrin Residence By Travelio,1.0,tidak ada promo,Apartment,1,1,Full Furnished,37 sqm,New,Thamrin,2.0,8690000,IDR,2025-01-16,1,16,2025,1,monthly
Good 3BR Unfurnished with AC at Puri Mansion Apartment By Travelio,1.0,GOOD DEAL,Apartment,3,1,Unfurnished,68 sqm,0,Kembangan,0.0,7400000,IDR,2025-01-16,1,16,2025,1,monthly
Best Deal and Cozy 2BR Puri Garden Apartment By Travelio,1.0,Disc+Cashbac,Apartment,2,2,Full Furnished,63 sqm,4.9,Kembangan,3.0,5640000,IDR,2025-01-16,1,16,2025,1,monthly
Homey 1BR at Menteng Square Apartment By Travelio,1.0,tidak ada promo,Apartment,2,1,Full Furnished,33 sqm,5.0,Menteng,2.0,5840000,IDR,2025-01-16,1,16,2025,1,monthly
Elegant and Cozy Studio Puri Mansion Apartment near Puri Indah By Travelio,1.0,tidak ada promo,Apartment,Studio,1,Full Furnished,21 sqm,5.0,Kembangan,1.0,3790000,IDR,2025-01-16,1,16,2025,1,monthly
